Time,Z,Vz,ForceN,Overlap
0.767,0.206265,-0.806704,0,0
0.768,0.205453,-0.816514,0,0
0.769,0.204632,-0.826324,0,0
0.77,0.2038,-0.836134,0,0
0.771,0.202959,-0.845944,0,0
0.772,0.202108,-0.855754,0,0
0.773,0.201248,-0.865564,0,0
0.774,0.200377,-0.875374,0,0
0.775,0.199497,-0.885184,0,0
0.776,0.198607,-0.894994,0,0
0.777,0.197707,-0.904804,0,0
0.778,0.196797,-0.914614,0,0
0.779,0.195878,-0.924424,0,0
0.78,0.194948,-0.934234,0,0
0.781,0.194009,-0.944044,0,0
0.782,0.19306,-0.953854,0,0
0.783,0.192101,-0.963664,0,0
0.784,0.191133,-0.973474,0,0
0.785,0.190154,-0.983284,0,0
0.786,0.189166,-0.993094,0,0
0.787,0.188168,-1.0029,0,0
0.788,0.18716,-1.01271,0,0
0.789,0.186142,-1.02252,0,0
0.79,0.185115,-1.03233,0,0
0.791,0.184078,-1.04214,0,0
0.792,0.18303,-1.05195,0,0
0.793,0.181974,-1.06176,0,0
0.794,0.180907,-1.07157,0,0
0.795,0.17983,-1.08138,0,0
0.796,0.178744,-1.09119,0,0
0.797,0.177648,-1.101,0,0
0.798,0.176542,-1.11081,0,0
0.799,0.175426,-1.12062,0,0
0.8,0.1743,-1.13043,0,0
0.801,0.173165,-1.14024,0,0
0.802,0.17202,-1.15005,0,0
0.803,0.170865,-1.15986,0,0
0.804,0.1697,-1.16967,0,0
0.805,0.168525,-1.17948,0,0
0.806,0.167341,-1.18929,0,0
0.807,0.166147,-1.1991,0,0
0.808,0.164943,-1.20891,0,0
0.809,0.163729,-1.21872,0,0
0.81,0.162505,-1.22853,0,0
0.811,0.161272,-1.23834,0,0
0.812,0.160028,-1.24815,0,0
0.813,0.158775,-1.25796,0,0
0.814,0.157512,-1.26777,0,0
0.815,0.15624,-1.27758,0,0
0.816,0.154957,-1.28739,0,0
0.817,0.153665,-1.2972,0,0
0.818,0.152363,-1.30701,0,0
0.819,0.151051,-1.31682,0,0
0.82,0.149729,-1.32663,0,0
0.821,0.148397,-1.33644,0,0
0.822,0.147056,-1.34625,0,0
0.823,0.145705,-1.35606,0,0
0.824,0.144344,-1.36587,0,0
0.825,0.142973,-1.37568,0,0
0.826,0.141592,-1.38549,0,0
0.827,0.140202,-1.3953,0,0
0.828,0.138801,-1.40511,0,0
0.829,0.137391,-1.41492,0,0
0.83,0.135971,-1.42473,0,0
0.831,0.134542,-1.43454,0,0
0.832,0.133102,-1.44435,0,0
0.833,0.131653,-1.45416,0,0
0.834,0.130194,-1.46397,0,0
0.835,0.128725,-1.47378,0,0
0.836,0.127246,-1.48359,0,0
0.837,0.125758,-1.4934,0,0
0.838,0.124259,-1.50321,0,0
0.839,0.122751,-1.51302,0,0
0.84,0.121233,-1.52283,0,0
0.841,0.119705,-1.53264,0,0
0.842,0.118168,-1.54245,0,0
0.843,0.11662,-1.55226,0,0
0.844,0.115063,-1.56207,0,0
0.845,0.113496,-1.57188,0,0
0.846,0.111919,-1.58169,0,0
0.847,0.110333,-1.5915,0,0
0.848,0.108736,-1.60131,0,0
0.849,0.10713,-1.61112,0,0
0.85,0.105514,-1.62093,0,0
0.851,0.103888,-1.63074,0,0
0.852,0.102252,-1.64055,0,0
0.853,0.100607,-1.65036,0,0
0.854,0.0989514,-1.66017,0,0
0.855,0.0972863,-1.66998,0,0
0.856,0.0956113,-1.67979,0,0
0.857,0.0939266,-1.6896,0,0
0.858,0.092232,-1.69941,0,0
0.859,0.0905277,-1.70922,0,0
0.86,0.0888135,-1.71903,0,0
0.861,0.0870895,-1.72884,0,0
0.862,0.0853557,-1.73865,0,0
0.863,0.0836121,-1.74846,0,0
0.864,0.0818587,-1.75827,0,0
0.865,0.0800954,-1.76808,0,0
0.866,0.0783224,-1.77789,0,0
0.867,0.0765396,-1.7877,0,0
0.868,0.0747469,-1.79751,0,0
0.869,0.0729444,-1.80732,0,0
0.87,0.0711322,-1.81713,0,0
0.871,0.0693101,-1.82694,0,0
0.872,0.0674782,-1.83675,0,0
0.873,0.0656365,-1.84656,0,0
0.874,0.0637849,-1.85637,0,0
0.875,0.0619236,-1.86618,0,0
0.876,0.0600525,-1.87599,0,0
0.877,0.0581715,-1.8858,0,0
0.878,0.0562808,-1.89561,0,0
0.879,0.0543802,-1.90542,0,0
0.88,0.0524698,-1.91523,0,0
0.881,0.0505496,-1.92504,0,0
0.882,0.0486196,-1.93485,0,0
0.883,0.0466798,-1.94466,0,0
0.884,0.0447302,-1.95447,0,0
0.885,0.0427708,-1.96428,0,0
0.886,0.0408015,-1.97409,0,0
0.887,0.0388225,-1.9839,0,0
0.888,0.0368336,-1.99371,0,0
0.889,0.034835,-2.00352,0,0
0.89,0.0328265,-2.01333,0,0
0.891,0.0308082,-2.02314,0,0
0.892,0.0287801,-2.03295,0,0
0.893,0.0267422,-2.04276,0,0
0.894,0.0246945,-2.05257,0,0
0.895,0.022637,-2.06238,0,0
0.896,0.0205696,-2.07219,0,0
0.897,0.0184925,-2.082,0,0
0.898,0.0164055,-2.09181,0,0
0.899,0.0143087,-2.10162,0,0
0.9,0.0122022,-2.11143,0,0
0.901,0.0100858,-2.12124,0,0
0.902,0.00795958,-2.13105,0,0
0.903,0.00582357,-2.14086,0,0
0.904,0.00367775,-2.15067,0,0
0.905,0.00152213,-2.16048,0,0
0.906,-0.000622238,-2.09652,0,0.00171923
0.907,-0.00260801,-1.85336,0,0.00315992
0.908,-0.00428987,-1.48475,0,0.00486044
0.909,-0.00550427,-0.929837,0,0.00604925
0.91,-0.00613994,-0.329896,0,0.00677913
0.911,-0.00613536,0.299286,0,0.00636382
0.912,-0.00562113,0.748347,0,0.00642836
0.913,-0.00468735,1.03675,0,0.00527219
0.914,-0.00365504,1.02746,0,0.00368322
0.915,-0.00263253,1.01765,0,0.00318158
0.916,-0.00161983,1.00784,0,0.00272243
0.917,-0.000616937,0.998034,0,0.0022699
0.918,0.000376142,0.988224,0,0.00182396
0.919,0.00135941,0.978414,0,0.00138458
0.92,0.00233287,0.968604,0,0.000951719
0.921,0.00329652,0.958794,0,0.00052535
0.922,0.00425036,0.948984,0,0.000105437
0.923,0.00519439,0.939174,0,0
0.924,0.00612861,0.929364,0,0
0.925,0.00705302,0.919554,0,0
0.926,0.00796762,0.909744,0,0
0.927,0.00887241,0.899934,0,0
0.928,0.00976739,0.890124,0,0
0.929,0.0106526,0.880314,0,0
0.93,0.0115279,0.870504,0,0
0.931,0.0123935,0.860694,0,0
0.932,0.0132492,0.850884,0,0
0.933,0.0140951,0.841074,0,0
0.934,0.0149313,0.831264,0,0
0.935,0.0157576,0.821454,0,0
0.936,0.0165741,0.811644,0,0
0.937,0.0173808,0.801834,0,0
0.938,0.0181776,0.792024,0,0
0.939,0.0189647,0.782214,0,0
0.94,0.019742,0.772404,0,0
0.941,0.0205094,0.762594,0,0
0.942,0.0212671,0.752784,0,0
0.943,0.0220149,0.742974,0,0
0.944,0.0227529,0.733164,0,0
0.945,0.0234811,0.723354,0,0
0.946,0.0241995,0.713544,0,0
0.947,0.0249081,0.703734,0,0
0.948,0.0256069,0.693924,0,0
0.949,0.0262959,0.684114,0,0
0.95,0.026975,0.674304,0,0
0.951,0.0276444,0.664494,0,0
0.952,0.0283039,0.654684,0,0
0.953,0.0289536,0.644874,0,0
0.954,0.0295936,0.635064,0,0
0.955,0.0302237,0.625254,0,0
0.956,0.030844,0.615444,0,0
0.957,0.0314545,0.605634,0,0
0.958,0.0320551,0.595824,0,0
0.959,0.032646,0.586014,0,0
0.96,0.0332271,0.576204,0,0
0.961,0.0337983,0.566394,0,0
0.962,0.0343598,0.556584,0,0
0.963,0.0349114,0.546774,0,0
0.964,0.0354532,0.536964,0,0
0.965,0.0359852,0.527154,0,0
0.966,0.0365074,0.517344,0,0
0.967,0.0370198,0.507534,0,0
0.968,0.0375224,0.497724,0,0
0.969,0.0380152,0.487914,0,0
0.97,0.0384981,0.478104,0,0
0.971,0.0389713,0.468294,0,0
0.972,0.0394346,0.458484,0,0
0.973,0.0398881,0.448674,0,0
0.974,0.0403318,0.438864,0,0
0.975,0.0407658,0.429054,0,0
0.976,0.0411899,0.419244,0,0
0.977,0.0416041,0.409434,0,0
0.978,0.0420086,0.399624,0,0
0.979,0.0424033,0.389814,0,0
0.98,0.0427882,0.380004,0,0
0.981,0.0431632,0.370194,0,0
0.982,0.0435284,0.360384,0,0
0.983,0.0438839,0.350574,0,0
0.984,0.0442295,0.340764,0,0
0.985,0.0445653,0.330954,0,0
0.986,0.0448913,0.321144,0,0
0.987,0.0452075,0.311334,0,0
0.988,0.0455139,0.301524,0,0
0.989,0.0458104,0.291714,0,0
0.99,0.0460972,0.281904,0,0
0.991,0.0463742,0.272094,0,0
0.992,0.0466413,0.262284,0,0
0.993,0.0468986,0.252474,0,0
0.994,0.0471461,0.242664,0,0
0.995,0.0473839,0.232854,0,0
0.996,0.0476118,0.223044,0,0
0.997,0.0478298,0.213234,0,0
0.998,0.0480381,0.203424,0,0
0.999,0.0482366,0.193614,0,0
1,0.0484253,0.183804,0,0
1.001,0.0486041,0.173994,0,0
1.002,0.0487731,0.164184,0,0
1.003,0.0489324,0.154374,0,0
1.004,0.0490818,0.144564,0,0
1.005,0.0492214,0.134754,0,0
1.006,0.0493512,0.124944,0,0
1.007,0.0494712,0.115134,0,0
1.008,0.0495814,0.105324,0,0
1.009,0.0496817,0.0955138,0,0
1.01,0.0497723,0.0857038,0,0
1.011,0.0498531,0.0758938,0,0
1.012,0.049924,0.0660838,0,0
1.013,0.0499851,0.0562738,0,0
1.014,0.0500364,0.0464638,0,0
1.015,0.0500779,0.0366538,0,0
1.016,0.0501096,0.0268438,0,0
1.017,0.0501315,0.0170338,0,0
1.018,0.0501436,0.00722381,0,0
1.019,0.0501459,-0.00258619,0,0
1.02,0.0501383,-0.0123962,0,0
1.021,0.050121,-0.0222062,0,0
1.022,0.0500938,-0.0320162,0,0
1.023,0.0500569,-0.0418262,0,0
1.024,0.0500101,-0.0516362,0,0
1.025,0.0499535,-0.0614462,0,0
1.026,0.0498871,-0.0712562,0,0
1.027,0.0498109,-0.0810662,0,0
1.028,0.0497249,-0.0908762,0,0
1.029,0.049629,-0.100686,0,0
1.03,0.0495234,-0.110496,0,0
1.031,0.0494079,-0.120306,0,0
1.032,0.0492827,-0.130116,0,0
1.033,0.0491476,-0.139926,0,0
1.034,0.0490027,-0.149736,0,0
1.035,0.048848,-0.159546,0,0
1.036,0.0486835,-0.169356,0,0
1.037,0.0485092,-0.179166,0,0
1.038,0.0483251,-0.188976,0,0
1.039,0.0481312,-0.198786,0,0
1.04,0.0479274,-0.208596,0,0
1.041,0.0477139,-0.218406,0,0
1.042,0.0474905,-0.228216,0,0
1.043,0.0472574,-0.238026,0,0
1.044,0.0470144,-0.247836,0,0
1.045,0.0467616,-0.257646,0,0
1.046,0.046499,-0.267456,0,0
1.047,0.0462266,-0.277266,0,0
1.048,0.0459444,-0.287076,0,0
1.049,0.0456523,-0.296886,0,0
1.05,0.0453505,-0.306696,0,0
1.051,0.0450388,-0.316506,0,0
1.052,0.0447174,-0.326316,0,0
1.053,0.0443861,-0.336126,0,0
1.054,0.044045,-0.345936,0,0
1.055,0.0436941,-0.355746,0,0
1.056,0.0433334,-0.365556,0,0
1.057,0.0429629,-0.375366,0,0
1.058,0.0425826,-0.385176,0,0
1.059,0.0421925,-0.394986,0,0
1.06,0.0417925,-0.404796,0,0
1.061,0.0413828,-0.414606,0,0
1.062,0.0409632,-0.424416,0,0
1.063,0.0405339,-0.434226,0,0
1.064,0.0400947,-0.444036,0,0
1.065,0.0396457,-0.453846,0,0
1.066,0.0391869,-0.463656,0,0
1.067,0.0387183,-0.473466,0,0
1.068,0.0382399,-0.483276,0,0
1.069,0.0377516,-0.493086,0,0
1.07,0.0372536,-0.502896,0,0
1.071,0.0367457,-0.512706,0,0
1.072,0.0362281,-0.522516,0,0
1.073,0.0357006,-0.532326,0,0
1.074,0.0351633,-0.542136,0,0
1.075,0.0346162,-0.551946,0,0
1.076,0.0340593,-0.561756,0,0
1.077,0.0334926,-0.571566,0,0
1.078,0.0329161,-0.581376,0,0
1.079,0.0323298,-0.591186,0,0
1.08,0.0317336,-0.600996,0,0
1.081,0.0311277,-0.610806,0,0
1.082,0.0305129,-0.615196,0,0.000197823
1.083,0.0299089,-0.587525,0,0.000539098
1.084,0.0293485,-0.52946,0,0.00079783
1.085,0.0288572,-0.451671,0,0.000928578
1.086,0.0284474,-0.370759,0,0.000904725
1.087,0.0281031,-0.329012,0,0.000745909
1.088,0.0277707,-0.337134,0,0.000541149
1.089,0.0274286,-0.346944,0,0.000328915
1.09,0.0270767,-0.356754,0,0.000109548
1.091,0.026715,-0.366564,0,0
1.092,0.0263435,-0.376374,0,0
1.093,0.0259622,-0.386184,0,0
1.094,0.025571,-0.395994,0,0
1.095,0.0251701,-0.405804,0,0
1.096,0.0247593,-0.415614,0,0
1.097,0.0243387,-0.425424,0,0
1.098,0.0239084,-0.435234,0,0
1.099,0.0234682,-0.445044,0,0
1.1,0.0230182,-0.454854,0,0
1.101,0.0225584,-0.464664,0,0
1.102,0.0220888,-0.472826,0,0.000191106
1.103,0.0216404,-0.406196,0,0.00129632
1.104,0.0213103,-0.242121,0,0.00210731
1.105,0.0211778,-0.0193406,0,0.00245475
1.106,0.021273,0.195343,0,0.00227693
1.107,0.0215173,0.259712,0,0.00174608
1.108,0.021772,0.249902,0,0.00117397
1.109,0.022017,0.240092,0,0.000608264
1.11,0.0222521,0.230282,0,4.89786e-05
1.111,0.0224774,0.220472,0,0
1.112,0.022693,0.210662,0,0
1.113,0.0228987,0.200852,0,0
1.114,0.0230946,0.191042,0,0
1.115,0.0232806,0.181232,0,0
1.116,0.0234569,0.171422,0,0
1.117,0.0236234,0.161612,0,0
1.118,0.0237801,0.151802,0,0
1.119,0.0239269,0.141992,0,0
1.12,0.0240639,0.132182,0,0
1.121,0.0241912,0.122372,0,0
1.122,0.0243086,0.112562,0,0
1.123,0.0244162,0.102752,0,0
1.124,0.024514,0.0929423,0,0
1.125,0.024602,0.0831323,0,0
1.126,0.0246802,0.0733223,0,0
1.127,0.0247485,0.0635123,0,0
1.128,0.0248078,0.0573691,0,0.000130879
1.129,0.0248707,0.0719558,0,0.000347406
1.13,0.0249582,0.105234,0,0.000499034
1.131,0.0250851,0.149078,0,0.000556257
1.132,0.0252558,0.188925,0,0.000511249
1.133,0.0254518,0.196029,0,0.000402742
1.134,0.0256429,0.186219,0,0.000293376
1.135,0.0258242,0.176409,0,0.000193528
1.136,0.0259956,0.166599,0,0.000103197
1.137,0.0261573,0.156789,0,2.23837e-05
1.138,0.0263091,0.146979,0,-4.89126e-05
1.139,0.0264511,0.137169,0,0
1.14,0.0265834,0.127359,0,0
1.141,0.0267058,0.117549,0,0
1.142,0.0268184,0.107739,0,0
1.143,0.0269212,0.0979294,0,0
1.144,0.0270141,0.0881194,0,0
1.145,0.0270973,0.0783094,0,0
1.146,0.0271706,0.0684994,0,0
1.147,0.0272342,0.0586894,0,0
1.148,0.0272879,0.0488794,0,0
1.149,0.0273319,0.0390694,0,0
1.15,0.027366,0.0292594,0,0
1.151,0.0273903,0.0194494,0,0
1.152,0.0274048,0.00963939,0,-4.7944e-05
1.153,0.0274095,0.0002072,0,2.34058e-05
1.154,0.0274072,-0.00342592,0,9.90205e-05
1.155,0.0274051,0.000158302,0,0.000165575
1.156,0.0274095,0.00941007,0,0.000210819
1.157,0.027425,0.0217413,0,0.000226511
1.158,0.0274527,0.0323463,0,0.000210656
1.159,0.027486,0.0319546,0,0.000175205
1.16,0.0275131,0.0222876,0,0.000142615
1.161,0.0275305,0.0124776,0,0.00011982
1.162,0.027538,0.00266757,0,0.000106832
1.163,0.0275357,-0.00714243,0,0.000103654
1.164,0.0275236,-0.0169524,0,0.000110284
1.165,0.0275017,-0.0267624,0,0.000126722
1.166,0.02747,-0.0365724,0,0.000152969
1.167,0.0274288,-0.0445118,0,0.000188455
1.168,0.0273855,-0.0400611,0,0.000219446
1.169,0.0273514,-0.027957,0,0.000224515
1.17,0.0273282,-0.0200681,0,0.000199968
1.171,0.0273068,-0.0250429,0,0.000163079
1.172,0.0272768,-0.0348529,0,0.00013332
1.173,0.027237,-0.0446629,0,0.000113188
1.174,0.0271874,-0.0544729,0,0.000102682
1.175,0.0271279,-0.0642829,0,0.000101804
1.176,0.0270587,-0.0740929,0,0.000110553
1.177,0.0269796,-0.0839029,0,0.000128929
1.178,0.0268908,-0.0937129,0,0.000156932
1.179,0.0267928,-0.10054,0,0.000193377
1.18,0.0266943,-0.0945711,0,0.000221454
1.181,0.0266057,-0.0827918,0,0.000220738
1.182,0.0265266,-0.0774801,0,0.000191464
1.183,0.0264461,-0.0849022,0,0.000154521
1.184,0.0263562,-0.0947122,0,0.000125836
1.185,0.0262566,-0.104522,0,0.000106307
1.186,0.0261471,-0.114332,0,9.59349e-05
1.187,0.0260278,-0.124142,0,9.47214e-05
1.188,0.0258987,-0.133952,0,0.000102667
1.189,0.0257598,-0.143762,0,0.000119773
1.19,0.0256111,-0.153572,0,0.000146041
1.191,0.0254526,-0.162677,0,0.000181331
1.192,0.0252899,-0.160663,0,0.000214646
1.193,0.0251343,-0.150019,0,0.000221621
1.194,0.0249885,-0.143351,0,0.000196385
1.195,0.024843,-0.149562,0,0.000158126
1.196,0.0246885,-0.159372,0,0.000126546
1.197,0.0245242,-0.169182,0,0.000103405
1.198,0.0243501,-0.178992,0,8.8707e-05
1.199,0.0241661,-0.188802,0,8.24554e-05
1.2,0.0239724,-0.198612,0,8.46536e-05
1.201,0.0237688,-0.208422,0,9.53051e-05
1.202,0.0235554,-0.218232,0,0.000114414
1.203,0.0233322,-0.228042,0,0.000141982
1.204,0.0230993,-0.237503,0,0.000177963
1.205,0.0228611,-0.236628,0,0.000212201
1.206,0.022629,-0.22709,0,0.000218076
1.207,0.0224053,-0.222417,0,0.000189977
1.208,0.0221796,-0.230253,0,0.000150842
1.209,0.0219444,-0.240063,0,0.000118471
1.21,0.0216993,-0.249873,0,9.3656e-05
1.211,0.0214445,-0.259683,0,7.64049e-05
1.212,0.0211799,-0.269493,0,6.67266e-05
1.213,0.0209054,-0.279303,0,6.46296e-05
1.214,0.0206212,-0.289113,0,0.000103099
1.215,0.0203398,-0.262942,0,0.00064496
1.216,0.0201121,-0.186645,0,0.00103926
1.217,0.0199767,-0.0825516,0,0.00119205
1.218,0.0199455,0.0111476,0,0.0010735
1.219,0.0199707,0.0255964,0,0.000798006
1.22,0.0199914,0.0164297,0,0.000921008
1.221,0.0200237,0.0609117,0,0.00111596
1.222,0.0201285,0.147932,0,0.00111807
1.223,0.0203058,0.193258,0,0.000926722
1.224,0.0204949,0.184262,0,0.000690856
1.225,0.0206742,0.174452,0,0.00046464
1.226,0.0208437,0.164642,0,0.000248169
1.227,0.0210034,0.154832,0,4.14443e-05
1.228,0.0211533,0.145022,0,0
1.229,0.0212934,0.135212,0,0
1.23,0.0214236,0.125402,0,0
1.231,0.0215441,0.115592,0,0
1.232,0.0216547,0.105782,0,0
1.233,0.0217555,0.0959724,0,0
1.234,0.0218466,0.0861624,0,0
1.235,0.0219278,0.0763524,0,0
1.236,0.0219992,0.0665424,0,0
1.237,0.0220608,0.0567324,0,0
1.238,0.0221125,0.0469224,0,0
1.239,0.0221545,0.0371124,0,0
1.24,0.0221867,0.0273024,0,0
1.241,0.022209,0.0174924,0,0
1.242,0.0222216,0.00768242,0,0
1.243,0.0222243,-0.00212758,0,0
1.244,0.0222172,-0.0119376,0,0
1.245,0.0222003,-0.0217476,0,0
1.246,0.0221736,-0.0315576,0,0
1.247,0.0221371,-0.0413676,0,0
1.248,0.0220908,-0.0511776,0,0
1.249,0.0220346,-0.0609876,0,0
1.25,0.0219687,-0.0707976,0,0
1.251,0.021893,-0.0806076,0,0
1.252,0.0218074,-0.0904176,0,0
1.253,0.021712,-0.100228,0,0
1.254,0.0216069,-0.1096,0,3.60424e-05
1.255,0.0214968,-0.108113,0,0.000185489
1.256,0.0213953,-0.0931441,0,0.00030059
1.257,0.0213136,-0.0695998,0,0.000354121
1.258,0.0212565,-0.0461829,0,0.000334057
1.259,0.0212144,-0.0427296,0,0.000262847
1.26,0.0211668,-0.0525396,0,0.000190565
1.261,0.0211093,-0.0623496,0,0.000127666
1.262,0.021042,-0.0721596,0,7.41507e-05
1.263,0.0209649,-0.0819696,0,3.00193e-05
1.264,0.0208779,-0.0917796,0,-4.72731e-06
1.265,0.0207812,-0.10159,0,-3.00883e-05
1.266,0.0206747,-0.1114,0,0.000115704
1.267,0.0205591,-0.114872,0,0.000351977
1.268,0.0204606,-0.0795368,0,0.000532145
1.269,0.0204046,-0.0319668,0,0.000592758
1.27,0.0203948,0.00738463,0,0.000524046
1.271,0.0204049,0.00714473,0,0.000390169
1.272,0.0204071,-0.00266527,0,0.000346199
1.273,0.0203997,-0.0105575,0,0.000480115
1.274,0.0203997,0.0170998,0,0.000581537
1.275,0.0204407,0.0634936,0,0.00056708
1.276,0.020517,0.080995,0,0.000450126
1.277,0.0205931,0.0712175,0,0.000318511
1.278,0.0206594,0.0614075,0,0.000196617
1.279,0.0207158,0.0515975,0,8.44443e-05
1.28,0.0207625,0.0417875,0,-1.80065e-05
1.281,0.0207993,0.0319775,0,-6.58743e-05
1.282,0.0208263,0.0221675,0,-3.72693e-05
1.283,0.0208435,0.0123575,0,1.05751e-06
1.284,0.0208509,0.0025475,0,4.9106e-05
1.285,0.0208485,-0.0072625,0,0.000106876
1.286,0.0208363,-0.0170725,0,0.000174368
1.287,0.0208143,-0.0268825,0,0.000251581
1.288,0.0207824,-0.0366925,0,0.000338516
1.289,0.0207408,-0.0465025,0,0.000435173
1.29,0.0206945,-0.039944,0,0.000529281
1.291,0.0206701,-0.00735917,0,0.000555854
1.292,0.0206771,0.0166649,0,0.000490848
1.293,0.0206924,0.0110124,0,0.000390276
1.294,0.0206984,0.00120241,0,0.000297703
1.295,0.0206947,-0.00860759,0,0.000214724
1.296,0.0206811,-0.0184176,0,0.000141339
1.297,0.0206578,-0.0282276,0,7.7548e-05
1.298,0.0206246,-0.0380376,0,0.000147987
1.299,0.0205816,-0.0478476,0,0.000277852
1.3,0.0205288,-0.0576576,0,0.000417312
1.301,0.0204715,-0.0487082,0,0.000553742
1.302,0.020445,-0.00218571,0,0.000600207
1.303,0.0204642,0.0347384,0,0.000519024
1.304,0.0204996,0.0316013,0,0.000382146
1.305,0.0205263,0.0217913,0,0.000251971
1.306,0.0205431,0.0119813,0,0.000204027
1.307,0.0205501,0.00217134,0,0.000300423
1.308,0.0205474,-0.00763866,0,0.000406323
1.309,0.0205365,-0.00919081,0,0.000517683
1.31,0.0205413,0.0225161,0,0.000576409
1.311,0.0205827,0.0568267,0,0.000530609
1.312,0.0206437,0.0589263,0,0.000421539
1.313,0.0206976,0.0491163,0,0.000314808
1.314,0.0207418,0.0393063,0,0.000217807
1.315,0.0207761,0.0294963,0,0.000130535
1.316,0.0208007,0.0196863,0,5.29937e-05
1.317,0.0208154,0.00987629,0,-1.4818e-05
1.318,0.0208203,6.62895e-05,0,-7.28996e-05
1.319,0.0208154,-0.00974371,0,-8.84866e-05
1.32,0.0208007,-0.0195537,0,-2.07949e-05
1.321,0.0207767,-0.0273523,0,5.54473e-05
1.322,0.0207485,-0.0278603,0,0.000127646
1.323,0.0207231,-0.0221046,0,0.000178337
1.324,0.0207055,-0.012915,0,0.000195242
1.325,0.0206967,-0.00610126,0,0.000175664
1.326,0.0206891,-0.0113572,0,0.000138305
1.327,0.0206728,-0.0211672,0,0.000107715
1.328,0.0206466,-0.0309772,0,8.68723e-05
1.329,0.0206107,-0.0407872,0,0.00012331
1.33,0.0205675,-0.0412287,0,0.000209864
1.331,0.0205329,-0.0270901,0,0.000260263
1.332,0.0205142,-0.0110945,0,0.000256884
1.333,0.020507,-0.00651151,0,0.000209493
1.334,0.0205002,-0.00301775,0,0.000261729
1.335,0.0205059,0.0146911,0,0.000279946
1.336,0.0205279,0.026579,0,0.000242979
1.337,0.0205524,0.0202308,0,0.00018457
1.338,0.0205676,0.0104208,0,0.000151941
1.339,0.0205731,0.000610813,0,0.000181212
1.34,0.0205688,-0.00876839,0,0.000220183
1.341,0.0205598,-0.00683493,0,0.000256509
1.342,0.0205582,0.00372109,0,0.000259963
1.343,0.0205651,0.00784409,0,0.000227384
1.344,0.0205691,-0.000711989,0,0.0001871
1.345,0.0205634,-0.010522,0,0.000156174
1.346,0.0205479,-0.020332,0,0.000190062
1.347,0.0205238,-0.0250453,0,0.000249016
1.348,0.0205045,-0.0113703,0,0.000281475
1.349,0.0205017,0.00402672,0,0.000258343
1.35,0.0205066,0.00215854,0,0.000207251
1.351,0.0205068,0.00160869,0,0.000258643
1.352,0.020515,0.0158542,0,0.000275548
1.353,0.0205374,0.0264784,0,0.000242528
1.354,0.0205618,0.0202512,0,0.000189195
1.355,0.0205771,0.0104412,0,0.000143893
1.356,0.0205826,0.00063124,0,0.000147826
1.357,0.0205783,-0.00917876,0,0.000181949
1.358,0.0205642,-0.0180788,0,0.000225632
1.359,0.0205471,-0.0137913,0,0.000262797
1.36,0.0205394,-0.00168764,0,0.000261765
1.361,0.0205408,0.00175,0,0.000223458
1.362,0.0205381,-0.00745064,0,0.000180087
1.363,0.0205258,-0.0167845,0,0.000223132
1.364,0.0205104,-0.010469,0,0.000274441
1.365,0.0205089,0.00720747,0,0.000277035
1.366,0.0205215,0.0147302,0,0.00022931
1.367,0.0205321,0.00582062,0,0.000185778
1.368,0.0205332,-0.00243442,0,0.000231525
1.369,0.0205326,0.00357213,0,0.000267121
1.37,0.0205426,0.0160648,0,0.000261603
1.371,0.0205612,0.0182027,0,0.000220046
1.372,0.0205747,0.00861788,0,0.000176225
1.373,0.0205783,-0.00119212,0,0.000142156
1.374,0.0205722,-0.0110021,0,0.00015889
1.375,0.0205562,-0.0208121,0,0.000205046
1.376,0.0205327,-0.0228991,0,0.000255486
1.377,0.0205158,-0.00987169,0,0.000275449
1.378,0.0205124,0.00112977,0,0.000246649
1.379,0.0205121,-0.00417115,0,0.000201893
1.38,0.0205053,-0.00603841,0,0.000258789
1.381,0.0205061,0.0091688,0,0.000282086
1.382,0.0205231,0.0224611,0,0.000250529
1.383,0.0205445,0.0176546,0,0.000192647
1.384,0.0205572,0.00784459,0,0.000165304
1.385,0.0205601,-0.00196541,0,0.000200386
1.386,0.0205543,-0.00736867,0,0.000242671
1.387,0.0205503,0.000819325,0,0.000266082
1.388,0.0205565,0.0103892,0,0.000249367
1.389,0.0205667,0.00729664,0,0.000207818
1.39,0.020569,-0.00251336,0,0.000170974
1.391,0.0205615,-0.0123234,0,0.00015413
1.392,0.0205443,-0.0221334,0,0.000205736
1.393,0.0205199,-0.0230097,0,0.000260547
1.394,0.0205039,-0.00783057,0,0.000280236
1.395,0.0205033,0.00423141,0,0.000246755
1.396,0.0205059,-0.00128988,0,0.00021939
1.397,0.0205048,0.00228464,0,0.000267993
1.398,0.0205147,0.0178388,0,0.000274625
1.399,0.0205379,0.025707,0,0.000233251
1.4,0.02056,0.0174038,0,0.00017963
1.401,0.0205724,0.00759382,0,0.000141321
1.402,0.0205751,-0.00221618,0,0.000170347
1.403,0.0205679,-0.0120262,0,0.000209155
1.404,0.0205534,-0.0141842,0,0.000251856
1.405,0.020544,-0.00370707,0,0.00026745
1.406,0.0205452,0.00445989,0,0.000241654
1.407,0.0205478,-0.00152418,0,0.000197784
1.408,0.0205413,-0.0113342,0,0.000177009
1.409,0.0205252,-0.0193739,0,0.000235259
1.41,0.0205092,-0.00988076,0,0.000279269
1.411,0.0205083,0.0073169,0,0.00027101
